2.225762557983398438e+01 2.176951026916503906e+01 2.100574874877929688e+01 2.161414337158203125e+01 2.091669654846191406e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.498939514160156250e+01 1.417228889465332031e+01 1.483979225158691406e+01 1.583932495117187500e+01 1.588922691345214844e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.168120861053466797e+01 1.138462543487548828e+01 1.197528839111328125e+01 1.245953178405761719e+01 1.371059894561767578e+01 1.268899536132812500e+01 1.326922893524169922e+01 1.388087940216064453e+01 1.352398586273193359e+01 1.302042007446289062e+01 1.324242401123046875e+01 1.313781547546386719e+01 1.275985240936279297e+01 1.257057952880859375e+01 1.249131107330322266e+01 1.209053230285644531e+01 1.155850982666015625e+01 1.141829204559326172e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-7.219025135040283203e+00 -6.686700344085693359e+00 -6.673681735992431641e+00 -7.017863750457763672e+00 -6.876432418823242188e+00 -5.912669181823730469e+00 -5.502816200256347656e+00 -5.609214782714843750e+00 -5.087213993072509766e+00 -5.189137935638427734e+00 -6.135461330413818359e+00 -6.789663791656494141e+00 -7.782556533813476562e+00 -8.179584503173828125e+00 -8.662384033203125000e+00 -8.564996719360351562e+00 -8.422964096069335938e+00 -7.938945293426513672e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
3.128981018066406250e+01 3.056865501403808594e+01 2.977066421508789062e+01 2.937698554992675781e+01 3.025480842590332031e+01 3.114940261840820312e+01 3.098385238647460938e+01 3.028351211547851562e+01 2.963184738159179688e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-6.048897266387939453e+00 -6.456453323364257812e+00 -6.343560695648193359e+00 -5.688725471496582031e+00 -4.225200176239013672e+00 -4.435452461242675781e+00 -5.077233791351318359e+00 -5.401244163513183594e+00 -4.798636913299560547e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.085652732849121094e+01 -1.026713466644287109e+01 -9.792512893676757812e+00 -9.674273490905761719e+00 -1.009380435943603516e+01 -1.025165748596191406e+01 -1.058828163146972656e+01 -1.109054660797119141e+01 -1.151109600067138672e+01 -1.157151126861572266e+01 -1.101583003997802734e+01 -1.121859836578369141e+01 -1.182586002349853516e+01 -1.223161602020263672e+01 -1.259874916076660156e+01 -1.220975494384765625e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.541445255279541016e+00 1.859107017517089844e+00 2.335909366607666016e+00 3.511863470077514648e+00 2.977492094039916992e+00 3.988607645034790039e+00 3.510528802871704102e+00 4.001089572906494141e+00 1.567927122116088867e+00 2.190682888031005859e+00 2.490499019622802734e+00 3.181329011917114258e+00 3.293542146682739258e+00 3.657592058181762695e+00 3.164532899856567383e+00 2.684926271438598633e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.579851269721984863e+00 2.702154874801635742e+00 3.127406835556030273e+00 2.760039806365966797e+00 6.531672477722167969e-01 -2.501695156097412109e-01 -9.742648005485534668e-01 -7.850304245948791504e-01 -5.910735726356506348e-01 -2.367485761642456055e-01 -2.560823261737823486e-01 3.022435903549194336e-01 8.627995848655700684e-01 1.260696172714233398e+00 1.745347976684570312e+00 2.490604162216186523e+00 2.083488225936889648e+00 2.348234653472900391e+00 1.280491828918457031e+00 7.402099967002868652e-01 5.760743618011474609e-01 9.314829707145690918e-01 1.315707206726074219e+00 2.140990972518920898e+00 1.708738088607788086e+00 1.867233633995056152e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.996409034729003906e+01 1.989641380310058594e+01 1.923551368713378906e+01 1.920609855651855469e+01 2.101151847839355469e+01 2.065394020080566406e+01 2.085446166992187500e+01 2.132489967346191406e+01 2.103676223754882812e+01 2.121497535705566406e+01 2.158074760437011719e+01 2.028811836242675781e+01 2.020809364318847656e+01 2.048716926574707031e+01 2.114544105529785156e+01 2.096945953369140625e+01 2.074356460571289062e+01 2.049916267395019531e+01 1.966673469543457031e+01 1.927490234375000000e+01 1.872919654846191406e+01 1.826293563842773438e+01 1.859165382385253906e+01 1.908108329772949219e+01 1.895329093933105469e+01 1.845770454406738281e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
6.465623378753662109e+00 6.571119308471679688e+00 5.977652072906494141e+00 6.322599411010742188e+00 6.702971458435058594e+00 5.772625446319580078e+00 5.164577960968017578e+00 5.308158874511718750e+00 4.579362869262695312e+00 3.795806646347045898e+00 3.854302644729614258e+00 3.990911245346069336e+00 4.583947658538818359e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|2.872013854980468750e+01 2.796086502075195312e+01 2.753682136535644531e+01 2.680321884155273438e+01 2.744135284423828125e+01 2.820983886718750000e+01 2.755321502685546875e+01 2.660745239257812500e+01 2.618466377258300781e+01 2.613849067687988281e+01 2.673396492004394531e+01 2.738158035278320312e+01 2.712678718566894531e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
3.455798149108886719e+00 3.941096782684326172e+00 4.932907581329345703e+00 4.547839164733886719e+00 4.344212055206298828e+00 3.990475416183471680e+00 3.302689075469970703e+00 2.860675573348999023e+00 3.260874271392822266e+00 3.549581289291381836e+00 3.184033632278442383e+00 2.720146894454956055e+00 2.438110351562500000e+00 1.936259388923645020e+00 1.729851365089416504e+00 1.347603440284729004e+00 1.656605482101440430e+00 1.086643934249877930e+00 1.196524143218994141e+00 1.476246118545532227e+00 1.759926080703735352e+00 2.233505487442016602e+00 2.596094846725463867e+00 3.308046817779541016e+00 3.903986692428588867e+00 4.258793354034423828e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-1.273478388786315918e+00 -1.641735434532165527e+00 -2.260342121124267578e+00 -1.837877035140991211e+00 -2.367436170578002930e+00 -2.137473583221435547e+00 -2.032453060150146484e+00 -2.277619123458862305e+00 -2.698501110076904297e+00 -3.110110521316528320e+00 -3.193751811981201172e+00 -3.340084552764892578e+00 -2.963962793350219727e+00 -2.257902860641479492e+00 -1.856046557426452637e+00 -2.282041549682617188e+00 -2.915597915649414062e+00 -2.883616685867309570e+00 -3.432826280593872070e+00 -3.900776863098144531e+00 -4.250340938568115234e+00 -4.412537097930908203e+00 -3.965706825256347656e+00 -3.904617071151733398e+00 -3.582120656967163086e+00 -3.178577184677124023e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.438527703285217285e+00 1.700861215591430664e+00 2.362214565277099609e+00 2.053708553314208984e+00 2.589529991149902344e+00 2.543347597122192383e+00 2.220332384109497070e+00 1.444430351257324219e+00 2.040704011917114258e+00 1.780597090721130371e+00 1.651554703712463379e+00 1.444787502288818359e+00 1.748607754707336426e+00 2.314742803573608398e+00 1.938389182090759277e+00 2.058582544326782227e+00 1.723644256591796875e+00 1.456117868423461914e+00 9.745880365371704102e-01 1.304105639457702637e+00 9.865547418594360352e-01 1.341232657432556152e+00 2.057338476181030273e+00 2.187935113906860352e+00 2.565131664276123047e+00 2.398935794830322266e+00 2.637186765670776367e+00 2.599032402038574219e+00 2.327876806259155273e+00 2.081345796585083008e+00 1.820939183235168457e+00 1.724871039390563965e+00 1.758782863616943359e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|8.577262878417968750e+00 5.179395198822021484e+00 4.779974937438964844e+00 4.388507843017578125e+00 4.189337253570556641e+00 3.596328973770141602e+00 3.411427497863769531e+00 3.249796390533447266e+00 3.106992483139038086e+00 3.475461959838867188e+00 2.909649848937988281e+00 3.713956594467163086e+00 3.973056793212890625e+00 5.566941738128662109e+00 5.797497749328613281e+00 6.378954887390136719e+00 6.605894088745117188e+00 6.839394092559814453e+00 6.988914966583251953e+00 7.279951572418212891e+00 7.559119701385498047e+00 7.812425136566162109e+00 7.848720550537109375e+00 7.305766105651855469e+00 7.863071918487548828e+00 8.229201316833496094e+00 8.679159164428710938e+00 9.221324920654296875e+00 8.997190475463867188e+00 9.354665756225585938e+00 8.981809616088867188e+00 9.498936653137207031e+00 8.245179176330566406e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.268742942810058594e+01 1.279254436492919922e+01 1.436714935302734375e+01 1.509992980957031250e+01 1.528716754913330078e+01 1.465012359619140625e+01 1.403196525573730469e+01 1.462416458129882812e+01 1.403055381774902344e+01 1.351011562347412109e+01 1.361100101470947266e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|2.612959098815917969e+01 2.699688148498535156e+01 2.790686798095703125e+01 2.784605789184570312e+01 2.716292190551757812e+01 2.679261398315429688e+01 2.558420562744140625e+01 2.587752723693847656e+01 2.636469268798828125e+01 2.641735458374023438e+01 2.721018791198730469e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
4.518573284149169922e+00 4.243370532989501953e+00 6.002156734466552734e+00 6.039546489715576172e+00 5.751841545104980469e+00 4.713472366333007812e+00 4.492868423461914062e+00 4.066248893737792969e+00 4.282743930816650391e+00 4.396466732025146484e+00 4.945800304412841797e+00 6.448081970214843750e+00 6.564145565032958984e+00 6.171296119689941406e+00 6.318183898925781250e+00 5.865062236785888672e+00 5.911859512329101562e+00 5.720390319824218750e+00 5.777091026306152344e+00 5.410231113433837891e+00 4.973038673400878906e+00 5.330908298492431641e+00 5.353801727294921875e+00 6.646513938903808594e+00 6.978915691375732422e+00 6.903209686279296875e+00 7.312407016754150391e+00 7.135852336883544922e+00 6.955035686492919922e+00 6.750372886657714844e+00 6.453526020050048828e+00 6.643924236297607422e+00 6.313388824462890625e+00 4.570944786071777344e+00 4.128448486328125000e+00 3.686211347579956055e+00 2.887096166610717773e+00 2.521902561187744141e+00 2.558115482330322266e+00 2.875639200210571289e+00 3.186687707901000977e+00 3.063098669052124023e+00 3.283569097518920898e+00 3.615732908248901367e+00 3.996564865112304688e+00 3.878847360610961914e+00 3.574444055557250977e+00 3.713787555694580078e+00 4.020821094512939453e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|6.159199237823486328e+00 6.426660537719726562e+00 9.310011863708496094e+00 9.010447502136230469e+00 9.071036338806152344e+00 8.951245307922363281e+00 8.692860603332519531e+00 8.555337905883789062e+00 8.405993461608886719e+00 8.178960800170898438e+00 8.243343353271484375e+00 5.527625083923339844e+00 5.815810680389404297e+00 5.640735149383544922e+00 6.072675704956054688e+00 6.278055667877197266e+00 6.803217411041259766e+00 7.115025520324707031e+00 7.625285148620605469e+00 7.991908550262451172e+00 7.719678878784179688e+00 7.415260791778564453e+00 6.779759407043457031e+00 6.536659240722656250e+00 6.795065879821777344e+00 7.094404697418212891e+00 7.907086372375488281e+00 8.153270721435546875e+00 8.442009925842285156e+00 8.269906997680664062e+00 8.419155120849609375e+00 8.039633750915527344e+00 8.164023399353027344e+00 7.006198883056640625e+00 6.907289028167724609e+00 6.760320186614990234e+00 7.378503322601318359e+00 6.842092514038085938e+00 7.134997367858886719e+00 6.918723106384277344e+00 6.904160022735595703e+00 6.505598068237304688e+00 6.145921230316162109e+00 5.738941192626953125e+00 5.715958118438720703e+00 5.552352428436279297e+00 6.340541362762451172e+00 7.691953182220458984e+00 7.921647548675537109e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-6.124499797821044922e+00 -6.638386249542236328e+00 -6.226618766784667969e+00 -6.752373695373535156e+00 -4.430954933166503906e+00 -5.435998439788818359e+00 -5.342444896697998047e+00 -4.610253334045410156e+00 -4.009585857391357422e+00 -3.785372734069824219e+00 -4.050788879394531250e+00 -4.356628894805908203e+00 -4.875539779663085938e+00 -5.273583889007568359e+00 -5.840523719787597656e+00 -6.250928878784179688e+00 -5.713658809661865234e+00 -5.027778625488281250e+00 -4.727454185485839844e+00 -5.052304267883300781e+00 -5.553455829620361328e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|3.246814489364624023e+00 3.672679901123046875e+00 5.191235065460205078e+00 4.615975856781005859e+00 3.492088079452514648e+00 2.599584102630615234e+00 1.948795080184936523e+00 2.877256631851196289e+00 2.810232639312744141e+00 1.894274353981018066e+00 2.227986335754394531e+00 1.920730829238891602e+00 2.317295312881469727e+00 3.157020330429077148e+00 4.615520477294921875e+00 4.293922901153564453e+00 3.973172426223754883e+00 3.689977407455444336e+00 4.116137504577636719e+00 4.702288150787353516e+00 5.178153038024902344e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.980117797851562500e+01 1.933460807800292969e+01 1.901633834838867188e+01 1.911294364929199219e+01 1.980421638488769531e+01 1.996019554138183594e+01 1.983410644531250000e+01 2.003059959411621094e+01 2.101515197753906250e+01 2.041518783569335938e+01 2.143923950195312500e+01 2.148356246948242188e+01 2.115928459167480469e+01 2.088324928283691406e+01 2.071970367431640625e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.634042739868164062e+01 1.575341415405273438e+01 1.488991737365722656e+01 1.383279800415039062e+01 1.331589889526367188e+01 1.384553623199462891e+01 1.431644535064697266e+01 1.511548328399658203e+01 1.622037124633789062e+01 1.600267219543457031e+01 1.568730163574218750e+01 1.496100902557373047e+01 1.429600238800048828e+01 1.488050270080566406e+01 1.537665271759033203e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.518797206878662109e+01 1.438367176055908203e+01 1.450107002258300781e+01 1.664385032653808594e+01 1.709100341796875000e+01 1.645296287536621094e+01 1.598343944549560547e+01 1.653469085693359375e+01 1.713170623779296875e+01 1.643021965026855469e+01 1.582870960235595703e+01 1.582960319519042969e+01 1.501341915130615234e+01 1.438447475433349609e+01 1.493873214721679688e+01 1.550529766082763672e+01 1.600228881835937500e+01 1.638348579406738281e+01 1.678487396240234375e+01 1.693174934387207031e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|4.320063591003417969e+00 4.010557174682617188e+00 3.167408466339111328e+00 9.498100280761718750e-01 1.416687250137329102e+00 1.511657595634460449e+00 2.006711483001708984e+00 2.275627613067626953e+00 2.599723339080810547e+00 2.880793333053588867e+00 2.640499830245971680e+00 3.227810382843017578e+00 3.687309026718139648e+00 4.543055534362792969e+00 4.824854373931884766e+00 4.943832874298095703e+00 4.560940742492675781e+00 4.138802051544189453e+00 3.475333929061889648e+00 1.942926406860351562e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
3.371117115020751953e+00 2.771834373474121094e+00 2.791666746139526367e+00 2.615800857543945312e+00 1.819713711738586426e+00 2.024166584014892578e+00 1.438503384590148926e+00 1.314206242561340332e+00 1.054435968399047852e+00 1.442749023437500000e+00 1.854387402534484863e+00 3.683597087860107422e+00 3.675115823745727539e+00 3.239771127700805664e+00 3.062235116958618164e+00 2.729988813400268555e+00 2.870430707931518555e+00 2.277866363525390625e+00 1.706662774085998535e+00 2.050813674926757812e+00 1.958083391189575195e+00 2.373703241348266602e+00 2.585387229919433594e+00 2.773459434509277344e+00 2.434415578842163086e+00 1.354642033576965332e+00 1.113792300224304199e+00 1.358162283897399902e+00 2.019654750823974609e+00 3.366576910018920898e+00 3.271367788314819336e+00 3.403219223022460938e+00 2.997534751892089844e+00 3.082806587219238281e+00 2.227497816085815430e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|2.553624629974365234e+00 2.560775756835937500e+00 3.135888576507568359e+00 2.942111015319824219e+00 3.181217193603515625e+00 2.698328733444213867e+00 2.289840459823608398e+00 1.702736258506774902e+00 1.439492702484130859e+00 1.305457949638366699e+00 1.131406664848327637e+00 1.767956137657165527e+00 2.536475062370300293e-01 1.117085590958595276e-01 -3.266219794750213623e-01 -5.173797607421875000e-01 -1.015065431594848633e+00 -5.781924128532409668e-01 -1.357371091842651367e+00 -1.126937270164489746e+00 -7.659685015678405762e-01 -1.112791299819946289e+00 3.795242011547088623e-01 1.144633531570434570e+00 9.465648531913757324e-01 -2.403926253318786621e-01 -5.099475979804992676e-01 -5.715361833572387695e-01 3.694297745823860168e-02 8.742977976799011230e-01 1.100968122482299805e+00 1.627364397048950195e+00 1.929634332656860352e+00 2.848570346832275391e+00 3.287851333618164062e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
